,index,x,y
220,uk,0.07328697691724789,0.050306412653227994
221,umpire,0.1043951799891787,-0.05649692043360427
222,umpired,0.10192758771935348,-0.05183178438689612
223,united,0.1425414637785808,0.24465556796531363
224,universities,0.05263167870428424,0.0706357726554121
225,university,0.08274735924744314,-0.043350646563629185
226,usually,0.053329528990009686,0.01682258096760643
227,victories,0.047126395195397734,-0.02229219643896762
228,victory,0.047126395195397734,-0.02229219643896762
229,was,0.2786323201768688,0.19576469199265972
230,weather,0.03901017249123198,-0.021702375995386547
231,went,0.09336048431569793,-0.09114198117965255
232,were,0.10866887045739256,-0.05704673704014234
233,west,0.055644668580434015,0.038526581553151376
234,which,0.053329528990009686,0.01682258096760643
235,while,0.04181481571115661,-0.023244169679062586
236,who,0.07837307888130841,-0.03798885688777045
237,winckless,0.07802034498246396,-0.043404751990773094
238,winning,0.035148084868073456,-0.016411359188303578
239,with,0.09336048431569793,-0.09114198117965255
240,women,0.26534650549723765,-0.08519274074311042
241,won,0.09336048431569793,-0.09114198117965255
242,works,0.03901017249123198,-0.021702375995386547
243,worldwide,0.06228783417759311,0.08556083781553006
244,would,0.036643488458623946,0.025153206326613997
245,yd,0.053329528990009686,0.01682258096760643
246,year,0.04181481571115661,-0.023244169679062586
