,index,x,y
218,tsn,0.09108802094847553,-0.13476602492545642
219,two,0.41525000303384785,-0.27056459019933005
220,uk,0.3595816584189287,-0.5360735496925733
221,umpire,0.5205777913990047,0.3461744933077902
222,umpired,0.46577110814158584,-0.18923996170345034
223,united,0.23747912626610274,-0.16311020672293006
224,universities,0.12442931329201971,-0.04525591395947066
225,university,0.4812745440443793,-0.2556253781232035
226,usually,0.2908206897418281,-0.22530867623985937
227,victories,0.5880121055850275,-0.29589028344654095
228,victory,0.5880121055850275,-0.29589028344654095
229,was,2.141506401491626,-1.0850191466428243
230,weather,0.2650336623786006,-0.14315906286598182
231,went,0.7202910283188768,-0.26340312603506927
232,were,1.1180794303422288,-0.5822084091785046
233,west,0.15135919143397786,-0.11226352145321186
234,which,0.2908206897418281,-0.22530867623985937
235,while,0.1588319709110814,-0.005151838121977391
236,who,0.20073744576298524,-0.04608089883746851
237,winckless,0.5300673247572012,-0.28631812573196364
238,winning,0.4458942229640863,0.8200219627779826
239,with,0.7202910283188768,-0.26340312603506927
240,women,3.5343460113340535,0.5763414530116321
241,won,0.7202910283188768,-0.26340312603506927
242,works,0.2650336623786006,-0.14315906286598182
243,worldwide,0.21551733424049524,-0.18002193888492707
244,would,0.17979082920946435,-0.26803677484628663
245,yd,0.2908206897418281,-0.22530867623985937
246,year,0.1588319709110814,-0.005151838121977391
